,fips,geo_name,individual_party,is_incumbent,name_x,party,rank,reporting_pct,state,vote_pct,votes_x,name_y,precincts,results.atwoodf,results.castled,results.clintonh,results.copelands,results.de_la_fuenter,results.duncanr,results.giordanir,results.hedgesj,results.hoeflingt,results.jacobp,results.johnsong,results.kahnl,results.kenistonc,results.kennedya,results.kopitkek,results.kotlikoffl,results.la_rivag,results.lyttleb,results.maldonadoj,results.maturenm,results.mcmulline,results.mooreheadm,results.none_of_these_candidates,results.scottr,results.silvar,results.skewesp,results.smithm,results.soltysike,results.steinj,results.trumpd,results.vacekd,results.whitej,votes_y,ST,STATEFP,dem08,dem12,rep08,rep12,tot08,tot12,X,Y,rep16_frac,dem16_frac,green16_frac,libert16_frac,rep12_frac,rep08_frac,dem12_frac,dem08_frac,X1,County,Less.Than.High.School,At.Least.High.School.Diploma,At.Least.Bachelor.s.Degree,Graduate.Degree,School.Enrollment,Median.Earnings.2010.dollars,White.not.Latino.Population,African.American.Population,Native.American.Population,Asian.American.Population,Population.some.other.race.or.races,Latino.Population,Children.Under.6.Living.in.Poverty,Adults.65.and.Older.Living.in.Poverty,Total.Population,Preschool.Enrollment.Ratio.enrolled.ages.3.and.4,Poverty.Rate.below.federal.poverty.threshold,Gini.Coefficient,Child.Poverty.living.in.families.below.the.poverty.line,Management.professional.and.related.occupations,Service.occupations,Sales.and.office.occupations,Farming.fishing.and.forestry.occupations,Construction.extraction.maintenance.and.repair.occupations,Production.transportation.and.material.moving.occupations,State,White,Black,Hispanic,Asian,Amerindian,Other,White_Asian,SIRE_homogeneity,median_age,lon,lat,Poor.physical.health.days,Poor.mental.health.days,Low.birthweight,Teen.births,Children.in.single.parent.households,Adult.smoking,Adult.obesity,Diabetes,Sexually.transmitted.infections,HIV.prevalence.rate,Uninsured,Unemployment,Violent.crime,Homicide.rate,Injury.deaths,Infant.mortality,CA,S,MAR,CFS,ACFS,MeanALC,MaxALC,Mixedness,elevation,annual_PRCP,winter_PRCP,summer_PRCP,spring_PRCP,autumn_PRCP,annual_TAVG,annual_TMAX,annual_TMIN,winter_TAVG,winter_TMAX,winter_TMIN,summer_TAVG,summer_TMAX,summer_TMIN,spring_TAVG,spring_TMAX,spring_TMIN,autumn_TAVG,autumn_TMAX,autumn_TMIN,nearest_county,temp,precip,temp_bins,lat_bins,lon_bins,precip_bins,elevation_bins
1493,33007,Coos County,democrat,False,D. Dextraze,Democrat,5,100.0,New Hampshire,1.1,20.0,COOS,25.0,,,6558.0,,23.0,,,,,,573.0,,,,,,,,,,,,,,,,,,170.0,7951.0,,,15275.0,NH,33.0,9532.0,9095.0,6558.0,6342.0,16348.0,15699.0,1932086.6827843,1056926.5606154713,0.5205237315875614,0.42932896890343697,0.011129296235679214,0.03751227495908347,0.4039747754634053,0.4011499877660876,0.5793362634562711,0.5830682652312209,33007.0,"Coos County, New Hampshire",15.2,84.8,16.1,5.5,73.4,26091.07016,96.55,0.4,0.3,0.5,1.15,1.1,20.1,9.7,32636.0,51.7,11.95,0.415,16.45,28.0,20.45,21.25,1.8,11.95,16.5,New Hampshire,96.55,0.4,1.1,0.5,0.3,1.15,97.05,0.9324935,45.3,-71.2893827,44.6524194,4.3,4.8,0.08,28.3,0.345,0.215,0.315,0.10300000000000001,149.9,49.3,0.16699999999999998,0.077,142.67,,92.6,,-0.133574395477781,-0.15843191700145998,0.47192322218192206,2.4251334666436398e-05,2.4251334666436398e-05,3.49606531800111e-05,0.00024056642565512,-0.774391784636652,519.375,4713.25,925.583333333333,1404.91666666667,1107.25,1275.5,,,,,,,,,,,,,,,,33007.0,,1197.1655,,"(42.8,45]","(-78.2,178]","(1.19e+03,1.27e+03]","(396,572]"
1494,33007,Coos County,republican,False,C. Sununu,Republican,1,100.0,New Hampshire,28.2,753.0,COOS,25.0,,,6558.0,,23.0,,,,,,573.0,,,,,,,,,,,,,,,,,,170.0,7951.0,,,15275.0,NH,33.0,9532.0,9095.0,6558.0,6342.0,16348.0,15699.0,1932086.6827843,1056926.5606154713,0.5205237315875614,0.42932896890343697,0.011129296235679214,0.03751227495908347,0.4039747754634053,0.4011499877660876,0.5793362634562711,0.5830682652312209,33007.0,"Coos County, New Hampshire",15.2,84.8,16.1,5.5,73.4,26091.07016,96.55,0.4,0.3,0.5,1.15,1.1,20.1,9.7,32636.0,51.7,11.95,0.415,16.45,28.0,20.45,21.25,1.8,11.95,16.5,New Hampshire,96.55,0.4,1.1,0.5,0.3,1.15,97.05,0.9324935,45.3,-71.2893827,44.6524194,4.3,4.8,0.08,28.3,0.345,0.215,0.315,0.10300000000000001,149.9,49.3,0.16699999999999998,0.077,142.67,,92.6,,-0.133574395477781,-0.15843191700145998,0.47192322218192206,2.4251334666436398e-05,2.4251334666436398e-05,3.49606531800111e-05,0.00024056642565512,-0.774391784636652,519.375,4713.25,925.583333333333,1404.91666666667,1107.25,1275.5,,,,,,,,,,,,,,,,33007.0,,1197.1655,,"(42.8,45]","(-78.2,178]","(1.19e+03,1.27e+03]","(396,572]"
1495,33007,Coos County,republican,False,F. Edelblut,Republican,2,100.0,New Hampshire,27.5,735.0,COOS,25.0,,,6558.0,,23.0,,,,,,573.0,,,,,,,,,,,,,,,,,,170.0,7951.0,,,15275.0,NH,33.0,9532.0,9095.0,6558.0,6342.0,16348.0,15699.0,1932086.6827843,1056926.5606154713,0.5205237315875614,0.42932896890343697,0.011129296235679214,0.03751227495908347,0.4039747754634053,0.4011499877660876,0.5793362634562711,0.5830682652312209,33007.0,"Coos County, New Hampshire",15.2,84.8,16.1,5.5,73.4,26091.07016,96.55,0.4,0.3,0.5,1.15,1.1,20.1,9.7,32636.0,51.7,11.95,0.415,16.45,28.0,20.45,21.25,1.8,11.95,16.5,New Hampshire,96.55,0.4,1.1,0.5,0.3,1.15,97.05,0.9324935,45.3,-71.2893827,44.6524194,4.3,4.8,0.08,28.3,0.345,0.215,0.315,0.10300000000000001,149.9,49.3,0.16699999999999998,0.077,142.67,,92.6,,-0.133574395477781,-0.15843191700145998,0.47192322218192206,2.4251334666436398e-05,2.4251334666436398e-05,3.49606531800111e-05,0.00024056642565512,-0.774391784636652,519.375,4713.25,925.583333333333,1404.91666666667,1107.25,1275.5,,,,,,,,,,,,,,,,33007.0,,1197.1655,,"(42.8,45]","(-78.2,178]","(1.19e+03,1.27e+03]","(396,572]"
1496,33007,Coos County,republican,False,J. Forrester,Republican,3,100.0,New Hampshire,24.6,656.0,COOS,25.0,,,6558.0,,23.0,,,,,,573.0,,,,,,,,,,,,,,,,,,170.0,7951.0,,,15275.0,NH,33.0,9532.0,9095.0,6558.0,6342.0,16348.0,15699.0,1932086.6827843,1056926.5606154713,0.5205237315875614,0.42932896890343697,0.011129296235679214,0.03751227495908347,0.4039747754634053,0.4011499877660876,0.5793362634562711,0.5830682652312209,33007.0,"Coos County, New Hampshire",15.2,84.8,16.1,5.5,73.4,26091.07016,96.55,0.4,0.3,0.5,1.15,1.1,20.1,9.7,32636.0,51.7,11.95,0.415,16.45,28.0,20.45,21.25,1.8,11.95,16.5,New Hampshire,96.55,0.4,1.1,0.5,0.3,1.15,97.05,0.9324935,45.3,-71.2893827,44.6524194,4.3,4.8,0.08,28.3,0.345,0.215,0.315,0.10300000000000001,149.9,49.3,0.16699999999999998,0.077,142.67,,92.6,,-0.133574395477781,-0.15843191700145998,0.47192322218192206,2.4251334666436398e-05,2.4251334666436398e-05,3.49606531800111e-05,0.00024056642565512,-0.774391784636652,519.375,4713.25,925.583333333333,1404.91666666667,1107.25,1275.5,,,,,,,,,,,,,,,,33007.0,,1197.1655,,"(42.8,45]","(-78.2,178]","(1.19e+03,1.27e+03]","(396,572]"
1497,33007,Coos County,republican,False,T. Gatsas,Republican,4,100.0,New Hampshire,18.7,500.0,COOS,25.0,,,6558.0,,23.0,,,,,,573.0,,,,,,,,,,,,,,,,,,170.0,7951.0,,,15275.0,NH,33.0,9532.0,9095.0,6558.0,6342.0,16348.0,15699.0,1932086.6827843,1056926.5606154713,0.5205237315875614,0.42932896890343697,0.011129296235679214,0.03751227495908347,0.4039747754634053,0.4011499877660876,0.5793362634562711,0.5830682652312209,33007.0,"Coos County, New Hampshire",15.2,84.8,16.1,5.5,73.4,26091.07016,96.55,0.4,0.3,0.5,1.15,1.1,20.1,9.7,32636.0,51.7,11.95,0.415,16.45,28.0,20.45,21.25,1.8,11.95,16.5,New Hampshire,96.55,0.4,1.1,0.5,0.3,1.15,97.05,0.9324935,45.3,-71.2893827,44.6524194,4.3,4.8,0.08,28.3,0.345,0.215,0.315,0.10300000000000001,149.9,49.3,0.16699999999999998,0.077,142.67,,92.6,,-0.133574395477781,-0.15843191700145998,0.47192322218192206,2.4251334666436398e-05,2.4251334666436398e-05,3.49606531800111e-05,0.00024056642565512,-0.774391784636652,519.375,4713.25,925.583333333333,1404.91666666667,1107.25,1275.5,,,,,,,,,,,,,,,,33007.0,,1197.1655,,"(42.8,45]","(-78.2,178]","(1.19e+03,1.27e+03]","(396,572]"
1498,33007,Coos County,republican,False,J. Lavoie,Republican,5,100.0,New Hampshire,1.0,28.0,COOS,25.0,,,6558.0,,23.0,,,,,,573.0,,,,,,,,,,,,,,,,,,170.0,7951.0,,,15275.0,NH,33.0,9532.0,9095.0,6558.0,6342.0,16348.0,15699.0,1932086.6827843,1056926.5606154713,0.5205237315875614,0.42932896890343697,0.011129296235679214,0.03751227495908347,0.4039747754634053,0.4011499877660876,0.5793362634562711,0.5830682652312209,33007.0,"Coos County, New Hampshire",15.2,84.8,16.1,5.5,73.4,26091.07016,96.55,0.4,0.3,0.5,1.15,1.1,20.1,9.7,32636.0,51.7,11.95,0.415,16.45,28.0,20.45,21.25,1.8,11.95,16.5,New Hampshire,96.55,0.4,1.1,0.5,0.3,1.15,97.05,0.9324935,45.3,-71.2893827,44.6524194,4.3,4.8,0.08,28.3,0.345,0.215,0.315,0.10300000000000001,149.9,49.3,0.16699999999999998,0.077,142.67,,92.6,,-0.133574395477781,-0.15843191700145998,0.47192322218192206,2.4251334666436398e-05,2.4251334666436398e-05,3.49606531800111e-05,0.00024056642565512,-0.774391784636652,519.375,4713.25,925.583333333333,1404.91666666667,1107.25,1275.5,,,,,,,,,,,,,,,,33007.0,,1197.1655,,"(42.8,45]","(-78.2,178]","(1.19e+03,1.27e+03]","(396,572]"
1499,33009,Grafton County,democrat,False,C. Van Ostern,Democrat,1,100.0,New Hampshire,59.9,3281.0,GRAFTON,41.0,,,28508.0,,50.0,,,,,,1966.0,,,,,,,,,,,,,,,,,,578.0,19010.0,,,50112.0,NH,33.0,31446.0,29826.0,17687.0,18208.0,49890.0,49014.0,1913183.2116876447,964873.0046985694,0.3793502554278416,0.5688856960408685,0.011534163473818646,0.03923212005108557,0.3714856979638471,0.35451994387652835,0.6085200146896805,0.6303066746843055,33009.0,"Grafton County, New Hampshire",9.1,90.9,35.3,15.7,81.3,27204.764125,93.2,0.85,0.35,2.55,1.35,1.65,13.8,11.25,87372.0,39.4,9.65,0.43799999999999994,9.85,38.25,17.95,22.85,0.5,9.8,10.6,New Hampshire,93.2,0.85,1.65,2.55,0.35,1.35,95.75,0.86981325,40.4,-71.8422643,43.9264884,3.2,3.4,0.07,14.0,0.284,0.168,0.255,0.086,196.8,76.9,0.154,0.044000000000000004,166.72,1.63,55.0,5.2,1.09594292920166,0.800380420178771,0.46873011007973403,-7.26364511306477e-05,7.26364511306477e-05,0.000116257445267748,0.00033899499628409197,-0.35347491724240204,256.825,4063.0,762.5,1214.5,931.25,1154.75,,,,,,,,,,,,,,,,33009.0,,1032.002,,"(42.8,45]","(-78.2,178]","(1.03e+03,1.12e+03]","(216,259]"
1500,33009,Grafton County,democrat,False,S. Marchand,Democrat,2,100.0,New Hampshire,20.8,1138.0,GRAFTON,41.0,,,28508.0,,50.0,,,,,,1966.0,,,,,,,,,,,,,,,,,,578.0,19010.0,,,50112.0,NH,33.0,31446.0,29826.0,17687.0,18208.0,49890.0,49014.0,1913183.2116876447,964873.0046985694,0.3793502554278416,0.5688856960408685,0.011534163473818646,0.03923212005108557,0.3714856979638471,0.35451994387652835,0.6085200146896805,0.6303066746843055,33009.0,"Grafton County, New Hampshire",9.1,90.9,35.3,15.7,81.3,27204.764125,93.2,0.85,0.35,2.55,1.35,1.65,13.8,11.25,87372.0,39.4,9.65,0.43799999999999994,9.85,38.25,17.95,22.85,0.5,9.8,10.6,New Hampshire,93.2,0.85,1.65,2.55,0.35,1.35,95.75,0.86981325,40.4,-71.8422643,43.9264884,3.2,3.4,0.07,14.0,0.284,0.168,0.255,0.086,196.8,76.9,0.154,0.044000000000000004,166.72,1.63,55.0,5.2,1.09594292920166,0.800380420178771,0.46873011007973403,-7.26364511306477e-05,7.26364511306477e-05,0.000116257445267748,0.00033899499628409197,-0.35347491724240204,256.825,4063.0,762.5,1214.5,931.25,1154.75,,,,,,,,,,,,,,,,33009.0,,1032.002,,"(42.8,45]","(-78.2,178]","(1.03e+03,1.12e+03]","(216,259]"
1501,33009,Grafton County,democrat,False,M. Connolly,Democrat,3,100.0,New Hampshire,16.9,928.0,GRAFTON,41.0,,,28508.0,,50.0,,,,,,1966.0,,,,,,,,,,,,,,,,,,578.0,19010.0,,,50112.0,NH,33.0,31446.0,29826.0,17687.0,18208.0,49890.0,49014.0,1913183.2116876447,964873.0046985694,0.3793502554278416,0.5688856960408685,0.011534163473818646,0.03923212005108557,0.3714856979638471,0.35451994387652835,0.6085200146896805,0.6303066746843055,33009.0,"Grafton County, New Hampshire",9.1,90.9,35.3,15.7,81.3,27204.764125,93.2,0.85,0.35,2.55,1.35,1.65,13.8,11.25,87372.0,39.4,9.65,0.43799999999999994,9.85,38.25,17.95,22.85,0.5,9.8,10.6,New Hampshire,93.2,0.85,1.65,2.55,0.35,1.35,95.75,0.86981325,40.4,-71.8422643,43.9264884,3.2,3.4,0.07,14.0,0.284,0.168,0.255,0.086,196.8,76.9,0.154,0.044000000000000004,166.72,1.63,55.0,5.2,1.09594292920166,0.800380420178771,0.46873011007973403,-7.26364511306477e-05,7.26364511306477e-05,0.000116257445267748,0.00033899499628409197,-0.35347491724240204,256.825,4063.0,762.5,1214.5,931.25,1154.75,,,,,,,,,,,,,,,,33009.0,,1032.002,,"(42.8,45]","(-78.2,178]","(1.03e+03,1.12e+03]","(216,259]"
1502,33009,Grafton County,democrat,False,I. Freeman,Democrat,4,100.0,New Hampshire,1.7,91.0,GRAFTON,41.0,,,28508.0,,50.0,,,,,,1966.0,,,,,,,,,,,,,,,,,,578.0,19010.0,,,50112.0,NH,33.0,31446.0,29826.0,17687.0,18208.0,49890.0,49014.0,1913183.2116876447,964873.0046985694,0.3793502554278416,0.5688856960408685,0.011534163473818646,0.03923212005108557,0.3714856979638471,0.35451994387652835,0.6085200146896805,0.6303066746843055,33009.0,"Grafton County, New Hampshire",9.1,90.9,35.3,15.7,81.3,27204.764125,93.2,0.85,0.35,2.55,1.35,1.65,13.8,11.25,87372.0,39.4,9.65,0.43799999999999994,9.85,38.25,17.95,22.85,0.5,9.8,10.6,New Hampshire,93.2,0.85,1.65,2.55,0.35,1.35,95.75,0.86981325,40.4,-71.8422643,43.9264884,3.2,3.4,0.07,14.0,0.284,0.168,0.255,0.086,196.8,76.9,0.154,0.044000000000000004,166.72,1.63,55.0,5.2,1.09594292920166,0.800380420178771,0.46873011007973403,-7.26364511306477e-05,7.26364511306477e-05,0.000116257445267748,0.00033899499628409197,-0.35347491724240204,256.825,4063.0,762.5,1214.5,931.25,1154.75,,,,,,,,,,,,,,,,33009.0,,1032.002,,"(42.8,45]","(-78.2,178]","(1.03e+03,1.12e+03]","(216,259]"
1503,33009,Grafton County,democrat,False,D. Dextraze,Democrat,5,100.0,New Hampshire,0.7,40.0,GRAFTON,41.0,,,28508.0,,50.0,,,,,,1966.0,,,,,,,,,,,,,,,,,,578.0,19010.0,,,50112.0,NH,33.0,31446.0,29826.0,17687.0,18208.0,49890.0,49014.0,1913183.2116876447,964873.0046985694,0.3793502554278416,0.5688856960408685,0.011534163473818646,0.03923212005108557,0.3714856979638471,0.35451994387652835,0.6085200146896805,0.6303066746843055,33009.0,"Grafton County, New Hampshire",9.1,90.9,35.3,15.7,81.3,27204.764125,93.2,0.85,0.35,2.55,1.35,1.65,13.8,11.25,87372.0,39.4,9.65,0.43799999999999994,9.85,38.25,17.95,22.85,0.5,9.8,10.6,New Hampshire,93.2,0.85,1.65,2.55,0.35,1.35,95.75,0.86981325,40.4,-71.8422643,43.9264884,3.2,3.4,0.07,14.0,0.284,0.168,0.255,0.086,196.8,76.9,0.154,0.044000000000000004,166.72,1.63,55.0,5.2,1.09594292920166,0.800380420178771,0.46873011007973403,-7.26364511306477e-05,7.26364511306477e-05,0.000116257445267748,0.00033899499628409197,-0.35347491724240204,256.825,4063.0,762.5,1214.5,931.25,1154.75,,,,,,,,,,,,,,,,33009.0,,1032.002,,"(42.8,45]","(-78.2,178]","(1.03e+03,1.12e+03]","(216,259]"
1504,33009,Grafton County,republican,False,J. Forrester,Republican,1,100.0,New Hampshire,43.6,2929.0,GRAFTON,41.0,,,28508.0,,50.0,,,,,,1966.0,,,,,,,,,,,,,,,,,,578.0,19010.0,,,50112.0,NH,33.0,31446.0,29826.0,17687.0,18208.0,49890.0,49014.0,1913183.2116876447,964873.0046985694,0.3793502554278416,0.5688856960408685,0.011534163473818646,0.03923212005108557,0.3714856979638471,0.35451994387652835,0.6085200146896805,0.6303066746843055,33009.0,"Grafton County, New Hampshire",9.1,90.9,35.3,15.7,81.3,27204.764125,93.2,0.85,0.35,2.55,1.35,1.65,13.8,11.25,87372.0,39.4,9.65,0.43799999999999994,9.85,38.25,17.95,22.85,0.5,9.8,10.6,New Hampshire,93.2,0.85,1.65,2.55,0.35,1.35,95.75,0.86981325,40.4,-71.8422643,43.9264884,3.2,3.4,0.07,14.0,0.284,0.168,0.255,0.086,196.8,76.9,0.154,0.044000000000000004,166.72,1.63,55.0,5.2,1.09594292920166,0.800380420178771,0.46873011007973403,-7.26364511306477e-05,7.26364511306477e-05,0.000116257445267748,0.00033899499628409197,-0.35347491724240204,256.825,4063.0,762.5,1214.5,931.25,1154.75,,,,,,,,,,,,,,,,33009.0,,1032.002,,"(42.8,45]","(-78.2,178]","(1.03e+03,1.12e+03]","(216,259]"
1505,33009,Grafton County,republican,False,C. Sununu,Republican,2,100.0,New Hampshire,23.2,1558.0,GRAFTON,41.0,,,28508.0,,50.0,,,,,,1966.0,,,,,,,,,,,,,,,,,,578.0,19010.0,,,50112.0,NH,33.0,31446.0,29826.0,17687.0,18208.0,49890.0,49014.0,1913183.2116876447,964873.0046985694,0.3793502554278416,0.5688856960408685,0.011534163473818646,0.03923212005108557,0.3714856979638471,0.35451994387652835,0.6085200146896805,0.6303066746843055,33009.0,"Grafton County, New Hampshire",9.1,90.9,35.3,15.7,81.3,27204.764125,93.2,0.85,0.35,2.55,1.35,1.65,13.8,11.25,87372.0,39.4,9.65,0.43799999999999994,9.85,38.25,17.95,22.85,0.5,9.8,10.6,New Hampshire,93.2,0.85,1.65,2.55,0.35,1.35,95.75,0.86981325,40.4,-71.8422643,43.9264884,3.2,3.4,0.07,14.0,0.284,0.168,0.255,0.086,196.8,76.9,0.154,0.044000000000000004,166.72,1.63,55.0,5.2,1.09594292920166,0.800380420178771,0.46873011007973403,-7.26364511306477e-05,7.26364511306477e-05,0.000116257445267748,0.00033899499628409197,-0.35347491724240204,256.825,4063.0,762.5,1214.5,931.25,1154.75,,,,,,,,,,,,,,,,33009.0,,1032.002,,"(42.8,45]","(-78.2,178]","(1.03e+03,1.12e+03]","(216,259]"
1506,33009,Grafton County,republican,False,F. Edelblut,Republican,3,100.0,New Hampshire,19.8,1329.0,GRAFTON,41.0,,,28508.0,,50.0,,,,,,1966.0,,,,,,,,,,,,,,,,,,578.0,19010.0,,,50112.0,NH,33.0,31446.0,29826.0,17687.0,18208.0,49890.0,49014.0,1913183.2116876447,964873.0046985694,0.3793502554278416,0.5688856960408685,0.011534163473818646,0.03923212005108557,0.3714856979638471,0.35451994387652835,0.6085200146896805,0.6303066746843055,33009.0,"Grafton County, New Hampshire",9.1,90.9,35.3,15.7,81.3,27204.764125,93.2,0.85,0.35,2.55,1.35,1.65,13.8,11.25,87372.0,39.4,9.65,0.43799999999999994,9.85,38.25,17.95,22.85,0.5,9.8,10.6,New Hampshire,93.2,0.85,1.65,2.55,0.35,1.35,95.75,0.86981325,40.4,-71.8422643,43.9264884,3.2,3.4,0.07,14.0,0.284,0.168,0.255,0.086,196.8,76.9,0.154,0.044000000000000004,166.72,1.63,55.0,5.2,1.09594292920166,0.800380420178771,0.46873011007973403,-7.26364511306477e-05,7.26364511306477e-05,0.000116257445267748,0.00033899499628409197,-0.35347491724240204,256.825,4063.0,762.5,1214.5,931.25,1154.75,,,,,,,,,,,,,,,,33009.0,,1032.002,,"(42.8,45]","(-78.2,178]","(1.03e+03,1.12e+03]","(216,259]"
1507,33009,Grafton County,republican,False,T. Gatsas,Republican,4,100.0,New Hampshire,12.2,821.0,GRAFTON,41.0,,,28508.0,,50.0,,,,,,1966.0,,,,,,,,,,,,,,,,,,578.0,19010.0,,,50112.0,NH,33.0,31446.0,29826.0,17687.0,18208.0,49890.0,49014.0,1913183.2116876447,964873.0046985694,0.3793502554278416,0.5688856960408685,0.011534163473818646,0.03923212005108557,0.3714856979638471,0.35451994387652835,0.6085200146896805,0.6303066746843055,33009.0,"Grafton County, New Hampshire",9.1,90.9,35.3,15.7,81.3,27204.764125,93.2,0.85,0.35,2.55,1.35,1.65,13.8,11.25,87372.0,39.4,9.65,0.43799999999999994,9.85,38.25,17.95,22.85,0.5,9.8,10.6,New Hampshire,93.2,0.85,1.65,2.55,0.35,1.35,95.75,0.86981325,40.4,-71.8422643,43.9264884,3.2,3.4,0.07,14.0,0.284,0.168,0.255,0.086,196.8,76.9,0.154,0.044000000000000004,166.72,1.63,55.0,5.2,1.09594292920166,0.800380420178771,0.46873011007973403,-7.26364511306477e-05,7.26364511306477e-05,0.000116257445267748,0.00033899499628409197,-0.35347491724240204,256.825,4063.0,762.5,1214.5,931.25,1154.75,,,,,,,,,,,,,,,,33009.0,,1032.002,,"(42.8,45]","(-78.2,178]","(1.03e+03,1.12e+03]","(216,259]"
1508,33009,Grafton County,republican,False,J. Lavoie,Republican,5,100.0,New Hampshire,1.2,84.0,GRAFTON,41.0,,,28508.0,,50.0,,,,,,1966.0,,,,,,,,,,,,,,,,,,578.0,19010.0,,,50112.0,NH,33.0,31446.0,29826.0,17687.0,18208.0,49890.0,49014.0,1913183.2116876447,964873.0046985694,0.3793502554278416,0.5688856960408685,0.011534163473818646,0.03923212005108557,0.3714856979638471,0.35451994387652835,0.6085200146896805,0.6303066746843055,33009.0,"Grafton County, New Hampshire",9.1,90.9,35.3,15.7,81.3,27204.764125,93.2,0.85,0.35,2.55,1.35,1.65,13.8,11.25,87372.0,39.4,9.65,0.43799999999999994,9.85,38.25,17.95,22.85,0.5,9.8,10.6,New Hampshire,93.2,0.85,1.65,2.55,0.35,1.35,95.75,0.86981325,40.4,-71.8422643,43.9264884,3.2,3.4,0.07,14.0,0.284,0.168,0.255,0.086,196.8,76.9,0.154,0.044000000000000004,166.72,1.63,55.0,5.2,1.09594292920166,0.800380420178771,0.46873011007973403,-7.26364511306477e-05,7.26364511306477e-05,0.000116257445267748,0.00033899499628409197,-0.35347491724240204,256.825,4063.0,762.5,1214.5,931.25,1154.75,,,,,,,,,,,,,,,,33009.0,,1032.002,,"(42.8,45]","(-78.2,178]","(1.03e+03,1.12e+03]","(216,259]"
1509,33011,Hillsborough County,democrat,False,C. Van Ostern,Democrat,1,100.0,New Hampshire,47.7,9216.0,HILLSBOROUGH,50.0,,,99086.0,,220.0,,,,,,9223.0,,,,,,,,,,,,,,,,,,1741.0,99788.0,,,210058.0,NH,33.0,104820.0,102303.0,97178.0,99991.0,204709.0,205667.0,1952789.975148288,853743.9752738612,0.4750497481647926,0.4717078140323149,0.008288187072141979,0.04390692094564359,0.4861791147826341,0.474712885119853,0.4974205876489665,0.5120439257677972,33011.0,"Hillsborough County, New Hampshire",9.5,90.5,34.5,12.1,79.2,35934.945394999995,88.1,1.85,0.2,3.1,1.6,5.1,13.75,6.0,401648.5,49.3,7.3,0.41200000000000003,10.15,40.2,13.9,25.9,0.2,8.5,11.35,New Hampshire,88.1,1.85,5.1,3.1,0.2,1.6,91.2,0.78032525,38.5,-71.7231012,42.911642900000004,3.1,3.1,0.07,20.1,0.282,0.16,0.26899999999999996,0.09,277.1,147.1,0.11599999999999999,0.057,242.89,1.43,45.8,4.7,0.7068270574935842,1.00089477925622,0.466292640477928,-0.000126891747466051,0.000126891747466051,0.000187144918228328,0.00043335509892594704,0.0742412578637474,173.4,,,,,,467.25,575.75,358.5,248.5,349.0,148.125,678.75,792.125,565.125,445.625,556.75,334.125,492.0,600.625,383.5,33011.0,8.180555555555559,,"(8.12,9.33]","(42.8,45]","(-78.2,178]",,"(167,216]"
1510,33011,Hillsborough County,democrat,False,S. Marchand,Democrat,2,100.0,New Hampshire,26.7,5148.0,HILLSBOROUGH,50.0,,,99086.0,,220.0,,,,,,9223.0,,,,,,,,,,,,,,,,,,1741.0,99788.0,,,210058.0,NH,33.0,104820.0,102303.0,97178.0,99991.0,204709.0,205667.0,1952789.975148288,853743.9752738612,0.4750497481647926,0.4717078140323149,0.008288187072141979,0.04390692094564359,0.4861791147826341,0.474712885119853,0.4974205876489665,0.5120439257677972,33011.0,"Hillsborough County, New Hampshire",9.5,90.5,34.5,12.1,79.2,35934.945394999995,88.1,1.85,0.2,3.1,1.6,5.1,13.75,6.0,401648.5,49.3,7.3,0.41200000000000003,10.15,40.2,13.9,25.9,0.2,8.5,11.35,New Hampshire,88.1,1.85,5.1,3.1,0.2,1.6,91.2,0.78032525,38.5,-71.7231012,42.911642900000004,3.1,3.1,0.07,20.1,0.282,0.16,0.26899999999999996,0.09,277.1,147.1,0.11599999999999999,0.057,242.89,1.43,45.8,4.7,0.7068270574935842,1.00089477925622,0.466292640477928,-0.000126891747466051,0.000126891747466051,0.000187144918228328,0.00043335509892594704,0.0742412578637474,173.4,,,,,,467.25,575.75,358.5,248.5,349.0,148.125,678.75,792.125,565.125,445.625,556.75,334.125,492.0,600.625,383.5,33011.0,8.180555555555559,,"(8.12,9.33]","(42.8,45]","(-78.2,178]",,"(167,216]"
